tree_idx,N,seed_theta,seed_Y,var_name,est,sd,bias,cover
3,100,1,3,Sigma_7,4.08633678799765,1.24519886734495,0.086336787997646,TRUE
3,100,1,4,Sigma_1,0.391302596334939,0.127136394016758,0.031302596334939,TRUE
3,100,1,4,Sigma_2,0.550726938818341,0.18547262653787,0.190726938818341,TRUE
3,100,1,4,Sigma_3,0.567546700926269,0.199052764172334,0.207546700926269,TRUE
3,100,1,4,Sigma_4,0.413021202327348,0.134523175664093,0.053021202327348,TRUE
3,100,1,4,Sigma_5,0.545729319068362,0.169392185751122,0.185729319068362,TRUE
3,100,1,4,Sigma_6,3.00860604397378,0.764089987363821,-0.991393956026215,TRUE
3,100,1,4,Sigma_7,3.54620619145954,0.944111538734677,-0.453793808540456,TRUE
3,100,1,5,Sigma_1,0.43382476797794,0.158095294179479,0.0738247679779402,TRUE
3,100,1,5,Sigma_2,0.676485816967608,0.255859975623119,0.316485816967608,TRUE
3,100,1,5,Sigma_3,0.565921525741985,0.194679673971876,0.205921525741985,TRUE
3,100,1,5,Sigma_4,0.3501964160906,0.115042828231472,-0.00980358390939984,TRUE
3,100,1,5,Sigma_5,0.491794723808021,0.172991254349903,0.131794723808021,TRUE
3,100,1,5,Sigma_6,2.86658777742072,0.846237328385898,-1.13341222257928,TRUE
3,100,1,5,Sigma_7,4.74649738932599,1.5044735723247,0.746497389325989,TRUE
4,100,1,1,Sigma_1,0.375212965406906,0.13675123827928,0.0152129654069059,TRUE
4,100,1,1,Sigma_2,0.49327794320778,0.173326634162747,0.13327794320778,TRUE
4,100,1,1,Sigma_3,0.575952805602204,0.218029810394979,0.215952805602204,TRUE
4,100,1,1,Sigma_4,0.451628427140456,0.171372435839593,0.0916284271404564,TRUE
4,100,1,1,Sigma_5,0.498500790876068,0.17134656218764,0.138500790876068,TRUE
4,100,1,1,Sigma_6,3.27423954077034,0.994477597336359,-0.725760459229658,TRUE
4,100,1,1,Sigma_7,3.32616110284303,0.972052610759571,-0.67383889715697,TRUE
4,100,1,2,Sigma_1,0.382797510367157,0.140912622606922,0.0227975103671569,TRUE
4,100,1,2,Sigma_2,0.606001601515471,0.239253955055135,0.246001601515471,TRUE
4,100,1,2,Sigma_3,0.48437692092855,0.18457426148024,0.12437692092855,TRUE
4,100,1,2,Sigma_4,0.541469104876688,0.215279954938545,0.181469104876688,TRUE
4,100,1,2,Sigma_5,0.537929063270949,0.21053287669259,0.177929063270949,TRUE
4,100,1,2,Sigma_6,3.02495869185107,0.921901710699717,-0.975041308148934,TRUE
4,100,1,2,Sigma_7,2.62352880836354,0.807592757308837,-1.37647119163646,TRUE
4,100,1,3,Sigma_1,0.333161556104294,0.126618337587374,-0.0268384438957061,TRUE
4,100,1,3,Sigma_2,0.735309370098678,0.283392216912231,0.375309370098678,TRUE
4,100,1,3,Sigma_3,0.691419123503599,0.278720509710178,0.331419123503599,TRUE
4,100,1,3,Sigma_4,0.412162810886808,0.157264276682344,0.0521628108868081,TRUE
4,100,1,3,Sigma_5,0.451231021024833,0.165005870398923,0.0912310210248329,TRUE
4,100,1,3,Sigma_6,3.61125582861295,1.14969854857694,-0.388744171387053,TRUE
4,100,1,3,Sigma_7,2.9794918003097,0.986107279721831,-1.0205081996903,TRUE
4,100,1,4,Sigma_1,0.33569148037349,0.11517913717801,-0.0243085196265099,TRUE
4,100,1,4,Sigma_2,0.638953672570546,0.234852305461473,0.278953672570546,TRUE
4,100,1,4,Sigma_3,0.532552900419337,0.194320770899576,0.172552900419337,TRUE
4,100,1,4,Sigma_4,0.503705632281508,0.17887996124302,0.143705632281508,TRUE
4,100,1,4,Sigma_5,0.468231877667223,0.155872071856521,0.108231877667223,TRUE
4,100,1,4,Sigma_6,2.99496406670717,0.890208293532817,-1.00503593329283,TRUE
4,100,1,4,Sigma_7,2.88559603823325,0.788994975810757,-1.11440396176675,TRUE
4,100,1,5,Sigma_1,0.364394073949419,0.135976958039651,0.00439407394941899,TRUE
4,100,1,5,Sigma_2,0.59004986129055,0.223453877297367,0.23004986129055,TRUE
4,100,1,5,Sigma_3,0.679604190123488,0.250476112561162,0.319604190123488,TRUE
4,100,1,5,Sigma_4,0.426554122003584,0.163438954869668,0.0665541220035837,TRUE
4,100,1,5,Sigma_5,0.514501044710559,0.193825554659422,0.154501044710559,TRUE
4,100,1,5,Sigma_6,2.70229185370534,0.861816764453472,-1.29770814629466,TRUE
4,100,1,5,Sigma_7,3.15053940819329,0.942803025399874,-0.84946059180671,TRUE
1,100,2,1,Sigma_1,0.486362164914939,0.158248954477719,0.126362164914939,TRUE
1,100,2,1,Sigma_2,0.491485755679146,0.152597822298921,0.131485755679146,TRUE
1,100,2,1,Sigma_3,0.382758854894617,0.118832221188449,0.0227588548946167,TRUE
1,100,2,1,Sigma_4,0.399917320897755,0.125228225226779,0.0399173208977548,TRUE
1,100,2,1,Sigma_5,0.694176981287563,0.214550229038303,0.334176981287563,FALSE
1,100,2,1,Sigma_6,4.22786791520282,1.09012700892318,0.227867915202824,TRUE
1,100,2,1,Sigma_7,2.95390203585145,0.745256794748826,-1.04609796414855,TRUE
1,100,2,2,Sigma_1,0.573030003124526,0.176729410305267,0.213030003124526,TRUE
1,100,2,2,Sigma_2,0.687457339134997,0.221401988740973,0.327457339134997,FALSE
1,100,2,2,Sigma_3,0.455220864634542,0.141578328323028,0.095220864634542,TRUE
1,100,2,2,Sigma_4,0.675615285220276,0.206323040030099,0.315615285220276,FALSE
1,100,2,2,Sigma_5,0.5225499467189,0.161463370780126,0.1625499467189,TRUE
1,100,2,2,Sigma_6,4.36130677416094,1.15138391477456,0.361306774160941,TRUE
1,100,2,2,Sigma_7,3.03625851504146,0.743245545796234,-0.963741484958544,TRUE
1,100,2,3,Sigma_1,0.466490385098162,0.149079789913454,0.106490385098162,TRUE
1,100,2,3,Sigma_2,0.597975236154492,0.191401992881226,0.237975236154492,TRUE
1,100,2,3,Sigma_3,0.628455574225848,0.203551039812607,0.268455574225848,TRUE
1,100,2,3,Sigma_4,0.412988381157171,0.122372539583547,0.052988381157171,TRUE
1,100,2,3,Sigma_5,0.679184930161311,0.208063962848075,0.319184930161311,FALSE
1,100,2,3,Sigma_6,4.02731383522899,1.04121798598952,0.027313835228985,TRUE
1,100,2,3,Sigma_7,2.78918597542583,0.68627070409722,-1.21081402457417,TRUE
1,100,2,4,Sigma_1,0.559958647390722,0.181206194820115,0.199958647390722,TRUE
1,100,2,4,Sigma_2,0.502144921736923,0.159326853160151,0.142144921736923,TRUE
1,100,2,4,Sigma_3,0.443546015275719,0.13704119373926,0.0835460152757187,TRUE
1,100,2,4,Sigma_4,0.479313555377936,0.150817247934465,0.119313555377936,TRUE
1,100,2,4,Sigma_5,0.561758389466566,0.1780716308245,0.201758389466566,TRUE
1,100,2,4,Sigma_6,4.46734368843399,1.16823106587765,0.46734368843399,TRUE
1,100,2,4,Sigma_7,4.07564158806899,1.021476381717,0.07564158806899,TRUE
1,100,2,5,Sigma_1,0.510532449798913,0.162420383195579,0.150532449798913,TRUE
1,100,2,5,Sigma_2,0.545760519118355,0.170355400995762,0.185760519118355,TRUE
1,100,2,5,Sigma_3,0.658264457427605,0.211032661901567,0.298264457427605,TRUE
1,100,2,5,Sigma_4,0.545825167075352,0.175783290119778,0.185825167075352,TRUE
1,100,2,5,Sigma_5,0.582572682369285,0.190160442373756,0.222572682369285,TRUE
1,100,2,5,Sigma_6,3.57732392835668,0.902074583427139,-0.422676071643325,TRUE
1,100,2,5,Sigma_7,3.01089245861183,0.704231050989805,-0.989107541388165,TRUE
2,100,2,1,Sigma_1,0.529316200013255,0.170286512153556,0.169316200013255,TRUE
2,100,2,1,Sigma_2,0.566301936638366,0.173860027619039,0.206301936638366,TRUE
2,100,2,1,Sigma_3,0.399588305053771,0.121843023862864,0.0395883050537711,TRUE
2,100,2,1,Sigma_4,0.426498495956226,0.140447146295495,0.0664984959562259,TRUE
2,100,2,1,Sigma_5,0.661837252749679,0.206645958212045,0.301837252749679,TRUE
2,100,2,1,Sigma_6,4.78266797989952,1.37994192466772,0.782667979899518,TRUE
2,100,2,1,Sigma_7,3.09714063723196,0.821960292448753,-0.90285936276804,TRUE
2,100,2,2,Sigma_1,0.621237106719374,0.196951917807129,0.261237106719374,TRUE
2,100,2,2,Sigma_2,0.801269558666662,0.252463998283291,0.441269558666662,FALSE
2,100,2,2,Sigma_3,0.496985560941885,0.150683307977676,0.136985560941885,TRUE
2,100,2,2,Sigma_4,0.561726638452022,0.186420853856507,0.201726638452022,TRUE
2,100,2,2,Sigma_5,0.475327530493048,0.148456388579549,0.115327530493048,TRUE
2,100,2,2,Sigma_6,4.79265199805269,1.31560705818159,0.792651998052694,TRUE
2,100,2,2,Sigma_7,3.24511487119146,0.824536229603171,-0.754885128808536,TRUE
2,100,2,3,Sigma_1,0.479367421573347,0.147323094214301,0.119367421573347,TRUE
2,100,2,3,Sigma_2,0.672908460980576,0.214090779761414,0.312908460980576,FALSE
2,100,2,3,Sigma_3,0.57714835161362,0.181969083208722,0.21714835161362,TRUE
2,100,2,3,Sigma_4,0.361540305962097,0.11401316077231,0.00154030596209698,TRUE
2,100,2,3,Sigma_5,0.661801585268423,0.218849899629959,0.301801585268423,TRUE
2,100,2,3,Sigma_6,4.08136595407655,1.03141305828355,0.0813659540765528,TRUE
2,100,2,3,Sigma_7,2.6228606322371,0.637647228119967,-1.3771393677629,TRUE
2,100,2,4,Sigma_1,0.555364122684774,0.180836700686617,0.195364122684774,TRUE
2,100,2,4,Sigma_2,0.49665651482088,0.162641431757071,0.13665651482088,TRUE
2,100,2,4,Sigma_3,0.448448042011115,0.144271562810456,0.0884480420111154,TRUE
2,100,2,4,Sigma_4,0.449550388623589,0.14459298996359,0.0895503886235886,TRUE
2,100,2,4,Sigma_5,0.582789565900201,0.183551092630184,0.222789565900201,TRUE
2,100,2,4,Sigma_6,4.12050176468282,1.11024261863018,0.120501764682818,TRUE
2,100,2,4,Sigma_7,3.92514741276471,1.01428325313593,-0.0748525872352879,TRUE
2,100,2,5,Sigma_1,0.47394093894399,0.154096050231262,0.11394093894399,TRUE
2,100,2,5,Sigma_2,0.620045619124524,0.187693849549685,0.260045619124524,TRUE
2,100,2,5,Sigma_3,0.568329891901131,0.179897298265756,0.208329891901131,TRUE
2,100,2,5,Sigma_4,0.473722713261254,0.147580379429879,0.113722713261254,TRUE
2,100,2,5,Sigma_5,0.557642212898149,0.180409182800883,0.197642212898149,TRUE
2,100,2,5,Sigma_6,3.524196081112,0.905435206307067,-0.475803918887996,TRUE
2,100,2,5,Sigma_7,3.14111634152946,0.768946628414687,-0.858883658470542,TRUE
3,100,2,1,Sigma_1,0.546394765956834,0.181828441402724,0.186394765956834,TRUE
3,100,2,1,Sigma_2,0.580800842689199,0.182495794922379,0.220800842689199,TRUE
3,100,2,1,Sigma_3,0.391281258067285,0.126862088442183,0.0312812580672851,TRUE
3,100,2,1,Sigma_4,0.4268948387285,0.136638892856765,0.0668948387284996,TRUE
3,100,2,1,Sigma_5,0.66102035988066,0.222272422625553,0.30102035988066,TRUE
3,100,2,1,Sigma_6,3.45713709170352,0.973616180490385,-0.542862908296483,TRUE
3,100,2,1,Sigma_7,3.47182660467167,0.960365757322762,-0.528173395328328,TRUE
3,100,2,2,Sigma_1,0.706213934662902,0.233100705316768,0.346213934662902,FALSE
3,100,2,2,Sigma_2,0.762997911086369,0.253301096947404,0.402997911086369,FALSE
3,100,2,2,Sigma_3,0.431445859459853,0.14903630927982,0.0714458594598532,TRUE
3,100,2,2,Sigma_4,0.528670739490789,0.183404053125434,0.168670739490789,TRUE
3,100,2,2,Sigma_5,0.554296967457081,0.179030434632811,0.194296967457081,TRUE
3,100,2,2,Sigma_6,3.67542809149374,0.981779800949866,-0.324571908506262,TRUE
3,100,2,2,Sigma_7,3.6262287036689,0.989696341845098,-0.373771296331101,TRUE
3,100,2,3,Sigma_1,0.525501238132294,0.193386766433598,0.165501238132294,TRUE
3,100,2,3,Sigma_2,0.665817420857472,0.223441706653026,0.305817420857472,TRUE
3,100,2,3,Sigma_3,0.586117551453966,0.205088098867587,0.226117551453966,TRUE
3,100,2,3,Sigma_4,0.448364417755083,0.157730987798212,0.0883644177550834,TRUE
3,100,2,3,Sigma_5,0.721351709253776,0.263570877455726,0.361351709253776,TRUE
3,100,2,3,Sigma_6,3.86751591482668,1.03031861222033,-0.132484085173322,TRUE
3,100,2,3,Sigma_7,2.78982934409149,0.74062616305238,-1.21017065590851,TRUE
3,100,2,4,Sigma_1,0.642427266532654,0.242430027948815,0.282427266532654,TRUE
3,100,2,4,Sigma_2,0.657229276857535,0.247938754341841,0.297229276857535,TRUE
3,100,2,4,Sigma_3,0.441510114133864,0.15893516370816,0.0815101141338644,TRUE
3,100,2,4,Sigma_4,0.394291316063628,0.138432798387499,0.0342913160636276,TRUE
3,100,2,4,Sigma_5,0.674552910296929,0.233675964690987,0.314552910296929,TRUE
3,100,2,4,Sigma_6,4.28911626626993,1.32433588837595,0.289116266269928,TRUE
3,100,2,4,Sigma_7,3.19668987281438,0.977755481683767,-0.803310127185623,TRUE
3,100,2,5,Sigma_1,0.416729765973511,0.133475253933019,0.0567297659735112,TRUE
3,100,2,5,Sigma_2,0.560997168730701,0.177731296331543,0.200997168730701,TRUE
3,100,2,5,Sigma_3,0.552805845223852,0.186037657579565,0.192805845223852,TRUE
3,100,2,5,Sigma_4,0.532011628908437,0.178951414112845,0.172011628908437,TRUE
3,100,2,5,Sigma_5,0.563614345051568,0.194199754680389,0.203614345051569,TRUE
3,100,2,5,Sigma_6,3.40417377321372,0.886330801833098,-0.59582622678628,TRUE
3,100,2,5,Sigma_7,3.46199454568321,0.88902180168386,-0.538005454316786,TRUE
4,100,2,1,Sigma_1,0.574486500415453,0.210659337645545,0.214486500415453,TRUE
4,100,2,1,Sigma_2,0.608439634550774,0.20580334930928,0.248439634550774,TRUE
4,100,2,1,Sigma_3,0.488949529083684,0.161430313034534,0.128949529083684,TRUE
4,100,2,1,Sigma_4,0.50568611448972,0.181959711584095,0.14568611448972,TRUE
4,100,2,1,Sigma_5,0.691177880222494,0.249081093367089,0.331177880222494,TRUE
4,100,2,1,Sigma_6,4.89863924846725,1.47784419918929,0.898639248467247,TRUE
4,100,2,1,Sigma_7,2.6101086916846,0.79411660049796,-1.3898913083154,TRUE
4,100,2,2,Sigma_1,0.568693479694095,0.200147240035525,0.208693479694095,TRUE
4,100,2,2,Sigma_2,0.832326366540653,0.295554367730041,0.472326366540653,FALSE
4,100,2,2,Sigma_3,0.593926858659457,0.193859099271651,0.233926858659457,TRUE
4,100,2,2,Sigma_4,0.606188130302585,0.22619253987267,0.246188130302585,TRUE
4,100,2,2,Sigma_5,0.531037955430958,0.173899695264713,0.171037955430958,TRUE
4,100,2,2,Sigma_6,5.01015011058293,1.40919844799859,1.01015011058293,TRUE
4,100,2,2,Sigma_7,2.99658921938068,0.7676634338514,-1.00341078061932,TRUE
4,100,2,3,Sigma_1,0.6214919142621,0.230183316282712,0.2614919142621,TRUE
4,100,2,3,Sigma_2,0.647469772962379,0.222724060698897,0.287469772962379,TRUE
4,100,2,3,Sigma_3,0.606482141030924,0.212818870415425,0.246482141030924,TRUE
4,100,2,3,Sigma_4,0.340929630324111,0.115921401243078,-0.0190703696758888,TRUE
4,100,2,3,Sigma_5,0.678597307179901,0.232856005482982,0.318597307179901,TRUE
4,100,2,3,Sigma_6,5.61078935030069,1.67149621146185,1.61078935030069,TRUE
4,100,2,3,Sigma_7,3.02160485578544,0.885215660362055,-0.978395144214564,TRUE
4,100,2,4,Sigma_1,0.617679961823848,0.217239753186519,0.257679961823848,TRUE
4,100,2,4,Sigma_2,0.550567059989212,0.183429715763772,0.190567059989212,TRUE
4,100,2,4,Sigma_3,0.635596963772155,0.242478131847269,0.275596963772155,TRUE
4,100,2,4,Sigma_4,0.486119069642558,0.18231137734986,0.126119069642558,TRUE
4,100,2,4,Sigma_5,0.591999092749831,0.206170768886678,0.231999092749831,TRUE
4,100,2,4,Sigma_6,4.46218207201062,1.30428683145844,0.462182072010621,TRUE
4,100,2,4,Sigma_7,4.57193272074117,1.47537687843622,0.571932720741175,TRUE
4,100,2,5,Sigma_1,0.588189393251392,0.229119285488785,0.228189393251392,TRUE
4,100,2,5,Sigma_2,0.610430754111952,0.205307650430831,0.250430754111952,TRUE
4,100,2,5,Sigma_3,0.649309860983062,0.234889262239599,0.289309860983062,TRUE
4,100,2,5,Sigma_4,0.537601915239848,0.212844033521201,0.177601915239848,TRUE
4,100,2,5,Sigma_5,0.532952560778118,0.199485201860459,0.172952560778118,TRUE
4,100,2,5,Sigma_6,3.84373190537607,1.15834143438708,-0.156268094623929,TRUE
4,100,2,5,Sigma_7,3.21281062785009,1.01530763972967,-0.787189372149912,TRUE
1,100,3,1,Sigma_1,0.511912535522752,0.164868894375865,0.151912535522752,TRUE
1,100,3,1,Sigma_2,0.528822202064465,0.164641124075161,0.168822202064465,TRUE
1,100,3,1,Sigma_3,0.431507498994437,0.136647724217112,0.0715074989944375,TRUE
1,100,3,1,Sigma_4,0.383415745713337,0.115816540029037,0.0234157457133365,TRUE
1,100,3,1,Sigma_5,0.720575705250285,0.222830148422164,0.360575705250285,FALSE
1,100,3,1,Sigma_6,3.84198418480832,0.995079691408519,-0.158015815191681,TRUE
1,100,3,1,Sigma_7,4.18697055202114,1.03969458525213,0.186970552021135,TRUE
1,100,3,2,Sigma_1,0.614322631463768,0.204813589890079,0.254322631463768,TRUE
1,100,3,2,Sigma_2,0.442449524616065,0.136307302554743,0.0824495246160651,TRUE
1,100,3,2,Sigma_3,0.469520682063628,0.147395597641638,0.109520682063628,TRUE
1,100,3,2,Sigma_4,0.544427865215052,0.179120695888843,0.184427865215052,TRUE
1,100,3,2,Sigma_5,0.481519706426205,0.149297673767083,0.121519706426205,TRUE
1,100,3,2,Sigma_6,4.0918422565348,1.02619010235394,0.0918422565348047,TRUE
1,100,3,2,Sigma_7,3.60127514578674,0.949790578082522,-0.39872485421326,TRUE
1,100,3,3,Sigma_1,0.414478022444765,0.131032061364907,0.0544780224447654,TRUE
1,100,3,3,Sigma_2,0.619504059818152,0.184432249457716,0.259504059818152,TRUE
1,100,3,3,Sigma_3,0.483737227525158,0.151049793510395,0.123737227525158,TRUE
1,100,3,3,Sigma_4,0.365021770006088,0.113387491067214,0.00502177000608811,TRUE
1,100,3,3,Sigma_5,0.603204649864557,0.189206555377715,0.243204649864557,TRUE
1,100,3,3,Sigma_6,3.97805222340817,1.00084847135142,-0.021947776591825,TRUE
1,100,3,3,Sigma_7,3.40988373561428,0.860945491727563,-0.590116264385717,TRUE
1,100,3,4,Sigma_1,0.550700898831431,0.170758613608445,0.190700898831431,TRUE
1,100,3,4,Sigma_2,0.45097003520486,0.14330968862196,0.0909700352048597,TRUE
1,100,3,4,Sigma_3,0.432389453968993,0.131558350018169,0.0723894539689932,TRUE
1,100,3,4,Sigma_4,0.410634716885864,0.129090444696996,0.0506347168858635,TRUE
1,100,3,4,Sigma_5,0.6167158441341,0.194496358868751,0.2567158441341,TRUE
1,100,3,4,Sigma_6,4.62648537358783,1.20668006038908,0.626485373587826,TRUE
1,100,3,4,Sigma_7,4.34386176366805,1.10213981258123,0.343861763668055,TRUE
1,100,3,5,Sigma_1,0.498060779311917,0.151497793161409,0.138060779311917,TRUE
1,100,3,5,Sigma_2,0.505049870557939,0.155827032701816,0.145049870557939,TRUE
1,100,3,5,Sigma_3,0.631536114474324,0.207614278830961,0.271536114474324,TRUE
1,100,3,5,Sigma_4,0.489982397118855,0.154137107509059,0.129982397118855,TRUE
1,100,3,5,Sigma_5,0.560578337042455,0.173842110564561,0.200578337042455,TRUE
